l_bound_date,facility,common_name,parameter_type,day_or_night,min_value,percentile_5,percentile_25,median_value,average_value,percentile_75,percentile_95,max_value
2025-07-22,DD,GH209,outdoor daily light integral,Night,0,0,0,41.41,31.05,41.41,41.41,41.41
2025-07-22,DD,GH209,temperature,Day,24.51,24.59,26.66,29.88,28.98,30.93,32.25,32.66
2025-07-22,DD,GH209,temperature,Night,24.59,24.61,24.71,27.18,26.46,27.6,28.51,28.91
2025-07-22,DD,GH209,vapor pressure deficit,Day,0.17,0.18,0.26,0.75,0.69,0.98,1.32,1.46
2025-07-22,DD,GH209,vapor pressure deficit,Night,0.18,0.18,0.19,0.21,0.29,0.35,0.52,0.56
2025-07-22,DD,GH209,vent required,Day,84.11,84.11,84.89,89.42,90.53,96.17,100,100
2025-07-22,DD,GH209,vent required,Night,85.06,85.06,85.48,86.3,86.37,87.24,87.89,87.89
2025-07-22,GG5,GH21,CO2 sensor,Night,468,469,479,490,490.53,498,518,522
2025-07-22,GG5,GH21,CO2 sensor,Day,455.5,459,462,480,485.92,511,527,531
2025-07-22,GG5,GH21,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH21,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH21,growing degree units canola,Day,38.6,39.1,39.9,43.05,42.97,46.2,47,47.6
2025-07-22,GG5,GH21,growing degree units canola,Night,38.55,38.55,38.7,39.1,39.08,39.4,39.6,39.6
2025-07-22,GG5,GH21,growing degree units corn/soy,Day,29.6,29.6,30.6,30.8,30.84,31.15,32.1,32.1
2025-07-22,GG5,GH21,growing degree units corn/soy,Night,29.55,29.55,29.7,30.1,30.08,30.4,30.6,30.6
2025-07-22,GG5,GH21,growing degree units cotton,Day,19.6,19.6,20.8,21.6,22.51,24.05,26.1,26.6
2025-07-22,GG5,GH21,growing degree units cotton,Night,19.55,19.55,19.65,20.1,20.07,20.4,20.6,20.6
2025-07-22,GG5,GH21,growing degree units wheat,Day,47.6,47.6,47.6,48.1,48.1,48.6,48.6,48.6
2025-07-22,GG5,GH21,growing degree units wheat,Night,47.55,47.55,47.7,48.1,48.08,48.4,48.6,48.6
2025-07-22,GG5,GH21,heating required,Day,0.48,0.48,0.48,11.21,7.9,12.01,12.01,12.01
2025-07-22,GG5,GH21,heating required,Night,5.07,5.07,5.07,5.07,7.54,10,10,10
2025-07-22,GG5,GH21,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH21,humidity,Day,53.5,55.7,59.15,63.8,65.54,70.45,79.35,84.75
2025-07-22,GG5,GH21,humidity,Night,64.2,71.8,75.9,80.6,78.99,82.5,85.5,85.65
2025-07-22,GG5,GH21,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GH21,indoor PAR light,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH21,indoor PAR light,Day,71,98,172,288,424.12,558,1139,1315
2025-07-22,GG5,GH21,indoor daily light integral,Day,0,0.11,2.64,10.31,9.91,17.11,19.04,20.12
2025-07-22,GG5,GH21,indoor daily light integral,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH21,light operation,Day,50,50,50,50,50,50,50,50
2025-07-22,GG5,GH21,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH21,nutrient EC,Day,2.08,2.08,2.09,2.17,2.45,2.86,2.88,2.89
2025-07-22,GG5,GH21,nutrient EC,Night,2.07,2.07,2.07,2.76,2.44,2.79,2.8,2.81
2025-07-22,GG5,GH21,outdoor daily light integral,Night,0,0,0.01,0.02,22.31,46,46.01,46.01
2025-07-22,GG5,GH21,outdoor daily light integral,Day,0.02,0.02,1.64,17.74,20.07,37.92,45.56,45.93
2025-07-22,GG5,GH21,temperature,Night,25.83,25.88,26.53,29.77,28.55,30.17,31.7,34.32
2025-07-22,GG5,GH21,temperature,Day,26.01,27.58,30.98,34.13,33.02,35.38,36.92,37.22
2025-07-22,GG5,GH21,vapor pressure deficit,Night,0.48,0.48,0.61,0.69,0.84,1.03,1.31,1.96
2025-07-22,GG5,GH21,vapor pressure deficit,Day,0.51,0.77,1.32,1.91,1.82,2.37,2.85,2.89
2025-07-22,GG5,GH21,vent required,Night,95.77,95.77,95.77,95.77,97.88,100,100,100
2025-07-22,GG5,GH21,vent required,Day,4.96,4.96,32.94,84.33,64.6,95.3,99.26,99.26
2025-07-22,DD,GH210,cooling target,Night,28.76,28.76,28.76,28.8,29.04,29.56,29.56,29.56
2025-07-22,DD,GH210,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH210,growing degree units canola,Night,42.9,42.9,43.8,44.2,44.53,44.3,50.5,50.5
2025-07-22,DD,GH210,growing degree units canola,Day,43.05,43.05,45.3,45.5,46.57,45.8,53.15,53.15
2025-07-22,DD,GH210,growing degree units corn/soy,Day,34,34,34,34,34,34,34,34
2025-07-22,DD,GH210,growing degree units corn/soy,Night,33.9,33.9,34.2,35.15,34.91,35.3,35.4,35.4
2025-07-22,DD,GH210,growing degree units cotton,Night,23.9,23.9,24.8,25.2,25.01,25.3,25.4,25.4
2025-07-22,DD,GH210,growing degree units cotton,Day,24.05,24.05,25.3,26.4,26.31,26.7,28.4,28.4
2025-07-22,DD,GH210,growing degree units wheat,Night,50.6,50.6,51,52,51.7,52.1,52.2,52.2
2025-07-22,DD,GH210,heating required,Day,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
2025-07-22,DD,GH210,heating required,Night,0.52,0.52,1.25,1.28,2.91,1.52,10,10
2025-07-22,DD,GH210,heating target,Night,27.13,27.13,27.13,27.2,27.44,28,28,28
2025-07-22,DD,GH210,humidity,Night,69.4,69.45,69.7,70.2,71.07,72,74.85,76.45
2025-07-22,DD,GH210,humidity,Day,51.2,52.15,55.9,63.6,61.85,67.4,71.5,74.9
2025-07-22,DD,GH210,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH210,indoor daily light integral,Day,0.18,0.9,4.25,15.02,13.66,21.91,26.45,27.3
2025-07-22,DD,GH210,indoor daily light integral,Night,0,0,0.02,0.04,13.33,27.46,27.48,27.49
2025-07-22,DD,GH210,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH210,light operation,Day,0,0,0,100,66.67,100,100,100
2025-07-22,DD,GH210,outdoor daily light integral,Night,0,0,41.39,41.41,32.21,41.41,41.41,41.41
2025-07-22,DD,GH210,outdoor daily light integral,Day,0,0.01,2.15,12.3,16.94,32.7,41.13,41.35
2025-07-22,DD,GH210,temperature,Day,29.13,31.31,32.06,34.01,34.46,37.12,38.34,38.55
2025-07-22,DD,GH210,temperature,Night,27.99,28.32,29.47,31.84,30.94,32.45,32.62,32.72
2025-07-22,DD,GH210,vapor pressure deficit,Day,0.98,1.31,1.66,1.82,2.13,2.77,3.19,3.33
2025-07-22,DD,GH210,vapor pressure deficit,Night,0.88,0.96,1.16,1.19,1.29,1.46,1.49,1.51
2025-07-22,DD,GH210,vent required,Day,26.98,55.17,67.29,79.79,78.2,87.91,98.79,99.91
2025-07-22,DD,GH210,vent required,Night,21.33,29.97,53.72,57.73,56.09,60.57,71.71,76.09
2025-07-22,DD,GH211,cooling target,Night,22.78,22.78,22.78,25.34,24.52,25.44,25.44,25.44
2025-07-22,DD,GH211,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH211,growing degree units canola,Day,39.1,39.1,42.8,43.4,43.76,45.25,47.55,47.55
2025-07-22,DD,GH211,growing degree units canola,Night,38.75,38.75,38.95,39.3,39.27,39.5,39.75,39.75
2025-07-22,DD,GH211,growing degree units corn/soy,Day,30.1,30.1,30.1,30.1,30.85,31.6,31.6,31.6
2025-07-22,DD,GH211,growing degree units corn/soy,Night,29.75,29.75,29.95,30.3,30.27,30.5,30.7,30.7
2025-07-22,DD,GH211,growing degree units cotton,Day,20.1,20.1,23.3,24.3,24.14,25.35,26.7,26.7
2025-07-22,DD,GH211,growing degree units cotton,Night,19.75,19.75,19.9,20.3,20.26,20.5,20.7,20.7
2025-07-22,DD,GH211,growing degree units wheat,Night,47.75,47.75,47.95,48.3,48.27,48.5,48.7,48.7
2025-07-22,DD,GH211,growing degree units wheat,Day,48.1,48.1,48.1,48.1,48.45,48.8,48.8,48.8
2025-07-22,DD,GH211,heating required,Night,4.69,4.69,4.69,10,8.23,10,10,10
2025-07-22,DD,GH211,heating required,Day,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
2025-07-22,DD,GH211,heating target,Night,21.11,21.11,21.11,23.67,22.85,23.77,23.77,23.77
2025-07-22,DD,GH211,humidity,Night,69.15,72.15,75.55,78.7,78.04,80.95,82.95,83.2
2025-07-22,DD,GH211,humidity,Day,54.65,56.8,60.9,63.6,63.63,65.8,69,82.05
2025-07-22,DD,GH211,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH211,indoor daily light integral,Day,0.09,0.58,2.83,6.26,6.34,9.99,11.7,12.17
2025-07-22,DD,GH211,indoor daily light integral,Night,0,0,0,12.17,7.21,12.17,12.17,12.17
2025-07-22,DD,GH211,light operation,Day,0,0,0,50,50,100,100,100
2025-07-22,DD,GH211,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH211,outdoor daily light integral,Day,0,0.01,2.15,12.3,16.94,32.7,41.13,41.35
2025-07-22,DD,GH211,outdoor daily light integral,Night,0,0,41.39,41.41,32.21,41.41,41.41,41.41
2025-07-22,DD,GH211,temperature,Night,25.98,26.02,26.63,29.39,28.36,30.02,31.04,32.29
2025-07-22,DD,GH211,temperature,Day,27.05,31.1,32.41,33.83,33.37,34.53,35.78,36.54
2025-07-22,DD,GH211,vapor pressure deficit,Night,0.56,0.57,0.67,0.76,0.86,1.03,1.25,1.46
2025-07-22,DD,GH211,vapor pressure deficit,Day,0.6,1.48,1.66,1.86,1.88,2.12,2.49,2.71
2025-07-22,DD,GH211,vent required,Day,80.14,80.14,90.93,92.55,92.42,94.38,99.78,99.78
2025-07-22,DD,GH211,vent required,Night,84.08,84.08,92.87,95.74,95.55,98.97,100,100
2025-07-22,DD,GH212,cooling target,Night,28.8,28.8,28.8,28.87,29.11,29.67,29.67,29.67
2025-07-22,DD,GH212,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH212,growing degree units canola,Day,44.7,44.7,45.7,46.35,48.17,51.8,52.8,52.8
2025-07-22,DD,GH212,growing degree units canola,Night,44.4,44.4,44.5,44.7,44.65,44.8,44.8,44.8
2025-07-22,DD,GH212,growing degree units corn/soy,Night,35.4,35.4,35.5,35.7,35.64,35.8,35.8,35.8
2025-07-22,DD,GH212,growing degree units cotton,Day,25.65,25.65,26.4,26.7,26.88,27.35,28.1,28.1
2025-07-22,DD,GH212,growing degree units cotton,Night,25.4,25.4,25.5,25.7,25.64,25.8,25.8,25.8
2025-07-22,DD,GH212,growing degree units wheat,Night,50.5,50.5,51.9,52,51.83,52.2,52.3,52.3
2025-07-22,DD,GH212,heating target,Night,27.13,27.13,27.13,27.2,27.44,28,28,28
2025-07-22,DD,GH212,humidity,Night,67.25,67.75,68.8,70.25,69.97,71.05,71.4,71.45
2025-07-22,DD,GH212,humidity,Day,52.4,54,59.35,64.9,63.38,67.5,70.45,72.2
2025-07-22,DD,GH212,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH212,indoor daily light integral,Day,0.12,0.54,2.83,9.08,8.24,12.68,15.51,15.62
2025-07-22,DD,GH212,indoor daily light integral,Night,0,0,0.03,0.05,7.61,15.66,15.68,15.69
2025-07-22,DD,GH212,light operation,Day,0,0,0,100,66.67,100,100,100
2025-07-22,DD,GH212,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH212,outdoor daily light integral,Night,0,0,0,41.42,29.58,41.42,41.42,41.42
2025-07-22,DD,GH212,outdoor daily light integral,Day,0,0.01,2.15,12.3,16.95,32.71,41.14,41.37
2025-07-22,DD,GH212,temperature,Night,29.34,29.46,29.73,29.96,30.54,31.56,31.88,31.96
2025-07-22,DD,GH212,temperature,Day,30.04,30.51,31.18,33.77,33.7,35.45,37.52,37.95
2025-07-22,DD,GH212,vapor pressure deficit,Night,1.17,1.19,1.22,1.28,1.33,1.44,1.53,1.56
2025-07-22,DD,GH212,vapor pressure deficit,Day,1.17,1.33,1.49,1.83,1.94,2.35,3.05,3.26
2025-07-22,DD,GH212,vent required,Night,58.16,59.61,65.96,76.3,73.8,80.71,89.5,96.2
2025-07-22,DD,GH212,vent required,Day,64.37,64.37,83.41,86.1,86.54,88.5,100,100
2025-07-22,GG5,GH22,CO2 sensor,Night,398,405,410,418,421.06,433,443,451.5
2025-07-22,GG5,GH22,CO2 sensor,Day,438,438,452,457.5,457.5,464.5,468,468
2025-07-22,GG5,GH22,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH22,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH22,growing degree units canola,Day,38.8,38.8,40.7,41.1,40.82,41.4,41.7,41.7
2025-07-22,GG5,GH22,growing degree units canola,Night,38.6,38.7,39.2,39.6,41.39,43.75,46.9,47.8
2025-07-22,GG5,GH22,growing degree units corn/soy,Night,29.6,29.6,29.7,30.2,30.17,30.6,30.7,30.7
2025-07-22,GG5,GH22,growing degree units corn/soy,Day,29.8,29.8,31.1,31.95,31.47,32.1,32.2,32.2
2025-07-22,GG5,GH22,growing degree units cotton,Night,19.6,19.6,20.2,20.6,22.08,24.4,26.55,26.65
2025-07-22,GG5,GH22,growing degree units cotton,Day,19.8,19.8,21.7,22.1,21.82,22.4,22.7,22.7
2025-07-22,GG5,GH22,growing degree units wheat,Day,47.8,47.8,47.8,47.8,48.05,48.3,48.3,48.3
2025-07-22,GG5,GH22,growing degree units wheat,Night,47.6,47.6,47.7,48.2,48.17,48.6,48.7,48.7
2025-07-22,GG5,GH22,heating required,Day,1.16,1.16,1.16,1.16,3.48,5.8,5.8,5.8
2025-07-22,GG5,GH22,heating required,Night,5.43,5.43,5.43,5.43,7.71,10,10,10
2025-07-22,GG5,GH22,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH22,humidity,Night,58,64.7,72.3,74.6,75.71,79.4,87.5,87.8
2025-07-22,GG5,GH22,humidity,Day,72,72,73.2,73.8,74.89,74.85,84.6,84.6
2025-07-22,GG5,GH22,humidity target,Night,40,40,40,40,40,40,40,40
2025-07-22,GG5,GH22,indoor PAR light,Night,0,174.5,225,304,381.81,427,1038,1261
2025-07-22,GG5,GH22,indoor PAR light,Day,148.5,148.5,336.5,340,343.41,365,414,414
2025-07-22,GG5,GH22,indoor daily light integral,Night,0,4.83,7.48,12.67,12.7,18.05,21.46,21.91
2025-07-22,GG5,GH22,indoor daily light integral,Day,0,0,0.75,1.93,2.14,3.17,4.55,4.55
2025-07-22,GG5,GH22,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,GG5,GH22,light operation,Night,0,0,0,0,30,50,100,100
2025-07-22,GG5,GH22,nutrient EC,Day,0.8,0.8,0.8,0.81,0.82,0.81,0.87,0.87
2025-07-22,GG5,GH22,nutrient EC,Night,0.77,0.78,0.79,0.8,0.8,0.81,0.81,0.82
2025-07-22,GG5,GH22,outdoor daily light integral,Night,0,0,3.48,27.25,24.63,45.26,45.95,45.96
2025-07-22,GG5,GH22,outdoor daily light integral,Day,0.02,0.02,0.02,0.04,0.23,0.31,1.19,1.19
2025-07-22,GG5,GH22,temperature,Day,26.66,26.66,29.37,29.69,29.45,29.94,30.49,30.49
2025-07-22,GG5,GH22,temperature,Night,25.83,25.98,29.7,31.37,30.7,32.22,34.38,35.39
2025-07-22,GG5,GH22,vapor pressure deficit,Day,0.54,0.54,1.04,1.09,1.04,1.12,1.22,1.22
2025-07-22,GG5,GH22,vapor pressure deficit,Night,0.41,0.41,0.86,1.16,1.11,1.31,1.95,2.67
2025-07-22,GG5,GH22,vent required,Day,73.58,73.58,77.58,80.31,81.84,86.43,92.44,92.44
2025-07-22,GG5,GH22,vent required,Night,93.47,93.47,95.53,98.44,97.36,99.76,100,100
2025-07-22,GG5,GH23,CO2 sensor,Day,428,428,440,444,442.93,445,450,450
2025-07-22,GG5,GH23,CO2 sensor,Night,361,363,373,395,392.7,408.5,428,437
2025-07-22,GG5,GH23,cooling target,Night,24.97,24.97,24.97,25.56,25.96,26.35,26.95,26.95
2025-07-22,GG5,GH23,dehumidify target,Night,74.9,74.9,74.9,74.95,76.62,80,80,80
2025-07-22,GG5,GH23,growing degree units canola,Night,36.9,37.1,37.5,37.8,40.48,43.2,46.4,46.8
2025-07-22,GG5,GH23,growing degree units canola,Day,37.4,37.4,38.2,38.3,38.6,38.75,40.8,40.8
2025-07-22,GG5,GH23,growing degree units corn/soy,Night,18,18,28.1,28.4,27.58,28.6,28.8,28.8
2025-07-22,GG5,GH23,growing degree units corn/soy,Day,28.4,28.4,29.2,29.3,29.56,29.75,31.35,31.35
2025-07-22,GG5,GH23,growing degree units cotton,Day,18.4,18.4,19.2,19.3,19.58,19.75,21.8,21.8
2025-07-22,GG5,GH23,growing degree units cotton,Night,15.8,15.8,18.35,18.7,20.36,23.25,25.9,25.9
2025-07-22,GG5,GH23,growing degree units wheat,Day,46.4,46.4,47.1,47.3,47.21,47.4,47.7,47.7
2025-07-22,GG5,GH23,growing degree units wheat,Night,25.5,25.5,46.1,46.4,44.7,46.6,46.8,46.8
2025-07-22,GG5,GH23,heating required,Day,1.59,1.59,1.59,5.62,5.33,8.79,8.79,8.79
2025-07-22,GG5,GH23,heating required,Night,3.26,3.26,3.26,8.5,7.25,10,10,10
2025-07-22,GG5,GH23,heating target,Night,23.31,23.31,23.31,23.89,24.3,24.69,25.3,25.3
2025-07-22,GG5,GH23,humidity,Night,48.9,50.4,53.5,66.6,67.94,79.9,87,87.25
2025-07-22,GG5,GH23,humidity,Day,68.25,68.25,75.7,76.8,76.35,77.2,83.5,83.5
2025-07-22,GG5,GH23,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GH23,indoor PAR light,Day,51,51,394,399,390.88,417,479,479
2025-07-22,GG5,GH23,indoor PAR light,Night,0,55,113,174,338.55,478,1052,1195
2025-07-22,GG5,GH23,indoor daily light integral,Night,0,5.57,8.48,14.03,12.92,17.81,18.94,19.01
2025-07-22,GG5,GH23,indoor daily light integral,Day,0,0,0.87,2.27,2.49,3.7,5.27,5.27
2025-07-22,GG5,GH23,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,GG5,GH23,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH23,nutrient EC,Day,2.41,2.41,2.41,2.42,2.44,2.42,2.54,2.54
2025-07-22,GG5,GH23,nutrient EC,Night,1.78,1.79,1.83,2.06,2.12,2.4,2.42,2.43
2025-07-22,GG5,GH23,outdoor daily light integral,Night,0,0,3.48,27.24,24.62,45.25,45.94,45.95
2025-07-22,GG5,GH23,outdoor daily light integral,Day,0.02,0.02,0.02,0.04,0.23,0.31,1.19,1.19
2025-07-22,GG5,GH23,temperature,Day,26.02,26.02,27.53,27.7,27.94,28.2,30.62,30.62
2025-07-22,GG5,GH23,temperature,Night,24.91,25.21,28.81,31.79,31.69,35.7,36.5,36.71
2025-07-22,GG5,GH23,vapor pressure deficit,Night,0.4,0.41,0.79,1.49,1.63,2.72,3,3.12
2025-07-22,GG5,GH23,vapor pressure deficit,Day,0.52,0.52,0.84,0.85,0.89,0.92,1.38,1.38
2025-07-22,GG5,GH23,vent required,Night,59.32,59.32,79.54,80.04,77.44,80.05,80.22,80.22
2025-07-22,GG5,GH23,vent required,Day,62.8,62.8,83.87,86.9,85.69,89.87,97.58,97.58
2025-07-22,GG5,GH24,CO2 sensor,Day,382,385,409,423.5,425.59,449,460,464
2025-07-22,GG5,GH24,CO2 sensor,Night,386,390,408,413.5,414.73,420,442,443
2025-07-22,GG5,GH24,cooling target,Night,22.78,22.78,22.78,26.05,25,26.16,26.16,26.16
2025-07-22,GG5,GH24,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,GG5,GH24,growing degree units canola,Day,25.45,26.1,29.8,38.7,34.92,39.7,42,42.9
2025-07-22,GG5,GH24,growing degree units canola,Night,38.5,38.5,38.9,39.2,39.15,39.4,39.6,39.6
2025-07-22,GG5,GH24,growing degree units corn/soy,Day,23.85,23.85,30,30.3,29.88,30.7,31.9,31.9
2025-07-22,GG5,GH24,growing degree units corn/soy,Night,29.5,29.5,29.9,30.2,30.15,30.4,30.6,30.6
2025-07-22,GG5,GH24,growing degree units cotton,Night,19.4,19.4,19.9,20.2,20.12,20.4,20.55,20.55
2025-07-22,GG5,GH24,growing degree units cotton,Day,15.95,15.95,19.6,20.35,20.27,22.1,23.9,23.9
2025-07-22,GG5,GH24,growing degree units wheat,Day,35.85,35.85,47.7,48.2,46.68,48.4,48.55,48.55
2025-07-22,GG5,GH24,growing degree units wheat,Night,47.5,47.5,47.9,48.2,48.15,48.4,48.6,48.6
2025-07-22,GG5,GH24,heating required,Day,1.82,1.82,5.46,8.75,11.06,15.27,25.49,25.49
2025-07-22,GG5,GH24,heating required,Night,0.3,0.3,0.92,1.97,4.14,7.57,10,10
2025-07-22,GG5,GH24,heating target,Night,21.11,21.11,21.11,24.38,23.33,24.5,24.5,24.5
2025-07-22,GG5,GH24,humidity,Day,39.5,41.5,46.3,51.35,57.01,67.6,80.85,84.4
2025-07-22,GG5,GH24,humidity,Night,65.8,67,69.75,80.5,76.43,82.65,85.2,85.3
2025-07-22,GG5,GH24,humidity target,Night,40,40,40,40,40,40,40,40
2025-07-22,GG5,GH24,indoor PAR light,Day,0,41,125,197,323.36,389,1002,1082
2025-07-22,GG5,GH24,indoor PAR light,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH24,indoor daily light integral,Day,0.01,0.1,2.06,7.5,7.66,13.05,15.13,15.19
2025-07-22,GG5,GH24,indoor daily light integral,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH24,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH24,nutrient EC,Day,0.28,0.28,0.29,0.29,0.29,0.29,0.3,0.3
2025-07-22,GG5,GH24,nutrient EC,Night,0.28,0.28,0.29,0.29,0.29,0.29,0.3,0.3
2025-07-22,GG5,GH24,outdoor daily light integral,Day,0.02,0.02,1.64,17.75,20.04,37.85,45.49,45.86
2025-07-22,GG5,GH24,outdoor daily light integral,Night,0,0,0.01,0.02,22.27,45.93,45.94,45.94
2025-07-22,GG5,GH24,temperature,Day,15.16,27.16,31.79,36.73,34.43,37.88,39.56,39.84
2025-07-22,GG5,GH24,temperature,Night,25.73,25.76,26.59,29.95,28.72,30.58,31.3,32
2025-07-22,GG5,GH24,vapor pressure deficit,Day,0.52,0.7,1.45,2.96,2.54,3.52,4.22,4.35
2025-07-22,GG5,GH24,vapor pressure deficit,Night,0.49,0.49,0.59,0.69,0.95,1.3,1.48,1.65
2025-07-22,GG5,GH24,vent required,Night,63.48,63.48,79.76,86.41,83.96,89.88,91.99,91.99
2025-07-22,GG5,GH24,vent required,Day,0.88,3.83,60.22,69.02,68.57,94.62,99.88,99.94
2025-07-22,GG5,GH25,CO2 sensor,Night,456,458,462.5,476,479.73,497,515,517
2025-07-22,GG5,GH25,CO2 sensor,Day,476,478,487.5,511,505.41,518,521,522
2025-07-22,GG5,GH25,cooling target,Night,26.67,26.67,26.67,26.67,26.67,26.67,26.67,26.67
2025-07-22,GG5,GH25,dehumidify target,Night,80,80,80,80,80,80,80,80
2025-07-22,GG5,GH25,growing degree units canola,Day,40.7,40.7,43.75,46.8,46.75,50.3,50.9,51.4
2025-07-22,GG5,GH25,growing degree units canola,Night,40.5,40.5,40.6,40.9,41.79,41,51.6,51.6
2025-07-22,GG5,GH25,growing degree units corn/soy,Night,31.5,31.5,31.6,31.8,31.81,32,32.1,32.1
2025-07-22,GG5,GH25,growing degree units corn/soy,Day,31.7,31.7,31.7,32.3,32.33,33,33,33
2025-07-22,GG5,GH25,growing degree units cotton,Day,21.7,21.7,23,24.75,24.74,26.2,27.7,27.7
2025-07-22,GG5,GH25,growing degree units cotton,Night,21.5,21.5,21.6,21.8,21.8,22,22.1,22.1
2025-07-22,GG5,GH25,growing degree units wheat,Day,49.7,49.7,49.7,49.7,49.7,49.7,49.7,49.7
2025-07-22,GG5,GH25,growing degree units wheat,Night,49.5,49.5,49.6,49.8,49.81,50,50.1,50.1
2025-07-22,GG5,GH25,heating required,Night,0.3,0.3,3.21,4.15,5.46,8.77,9.99,9.99
2025-07-22,GG5,GH25,heating required,Day,0.81,0.81,0.81,5.45,5.31,9.68,9.68,9.68
2025-07-22,GG5,GH25,heating target,Night,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89
2025-07-22,GG5,GH25,humidity,Day,47.3,48.5,50.5,51.7,59.61,67.9,83.1,83.15
2025-07-22,GG5,GH25,humidity,Night,50.15,56.7,71.65,76,74.28,81.85,82.8,82.9
2025-07-22,GG5,GH25,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG5,GH25,indoor PAR light,Night,0,0,0,0,83,166,166,166
2025-07-22,GG5,GH25,indoor PAR light,Day,154.5,169.5,295,364,491.46,575,1196,1341
2025-07-22,GG5,GH25,indoor daily light integral,Day,0.03,0.13,2.4,5.7,6.77,10.95,14.69,15.71
2025-07-22,GG5,GH25,indoor daily light integral,Night,0,0,0,0,5.42,16.26,16.26,16.26
2025-07-22,GG5,GH25,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,GG5,GH25,nutrient EC,Day,0.39,0.39,0.39,0.4,0.4,0.41,0.41,0.41
2025-07-22,GG5,GH25,nutrient EC,Night,0.38,0.38,0.38,0.39,0.39,0.39,0.4,0.4
2025-07-22,GG5,GH25,outdoor daily light integral,Night,0,0,0.02,41.69,25.45,45.92,45.94,45.94
2025-07-22,GG5,GH25,outdoor daily light integral,Day,0.04,0.06,2.14,11.24,14.3,24.77,34.09,36.66
2025-07-22,GG5,GH25,temperature,Night,27.12,27.14,27.64,30.81,31.08,33.56,36.22,38.92
2025-07-22,GG5,GH25,temperature,Day,27.09,27.14,31.54,38.09,35.27,38.65,39.1,39.9
2025-07-22,GG5,GH25,vent required,Day,79.98,79.98,80.32,82.67,85.82,89.52,96.61,96.61
2025-07-22,GG5,GH25,vent required,Night,79.76,79.76,79.98,80.01,80,80.05,80.11,80.11
2025-07-22,GG5,GH26,CO2 sensor,Night,487,491,500,520,529.15,556,575,593
2025-07-22,GG5,GH26,CO2 sensor,Day,520,520,525,531,530.64,535,549,549
2025-07-22,GG5,GH26,cooling target,Night,26.67,26.67,26.67,26.67,26.67,26.67,26.67,26.67
2025-07-22,GG5,GH26,dehumidify target,Night,80,80,80,80,80,80,80,80
2025-07-22,GG5,GH26,growing degree units canola,Day,39.25,39.25,39.6,40.4,40.87,42.05,42.9,42.9
2025-07-22,GG5,GH26,growing degree units canola,Night,39.2,39.3,39.7,43.55,43.69,47.5,50.1,50.4
2025-07-22,GG5,GH26,growing degree units corn/soy,Night,30.2,30.2,30.4,30.6,30.6,30.8,30.9,30.9
2025-07-22,GG5,GH26,growing degree units corn/soy,Day,30.25,30.25,30.6,31.4,31.37,32,32.6,32.6
2025-07-22,GG5,GH26,growing degree units cotton,Day,20.25,20.25,20.6,21.4,21.87,23.05,23.9,23.9
2025-07-22,GG5,GH26,growing degree units cotton,Night,20.2,20.2,20.5,20.8,22.31,25.3,27,27
