l_bound_date,facility,common_name,parameter_type,day_or_night,min_value,percentile_5,percentile_25,median_value,average_value,percentile_75,percentile_95,max_value
2025-07-22,GG6,GH10,CO2 sensor,Night,429,433,441,453,454.39,467,479,486
2025-07-22,GG6,GH10,cooling target,Day,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16
2025-07-22,GG6,GH10,cooling target,Night,22.78,22.78,22.78,22.78,24.41,26.05,26.05,26.05
2025-07-22,GG6,GH10,dehumidify target,Day,77.65,77.65,77.65,77.65,77.65,77.65,77.65,77.65
2025-07-22,GG6,GH10,dehumidify target,Night,70,70,70,70,73.67,77.35,77.35,77.35
2025-07-22,GG6,GH10,growing degree units canola,Night,38.6,38.7,39.1,39.5,41.33,44,45.75,46.15
2025-07-22,GG6,GH10,growing degree units canola,Day,39.2,39.2,40.6,41,41.05,41.4,42.4,42.4
2025-07-22,GG6,GH10,growing degree units corn/soy,Day,30.2,30.2,31.6,31.9,31.7,32,32.3,32.3
2025-07-22,GG6,GH10,growing degree units corn/soy,Night,29.6,29.6,29.8,30.2,30.15,30.4,30.7,30.7
2025-07-22,GG6,GH10,growing degree units cotton,Night,19.6,19.7,20.1,20.5,22.14,24.8,26.6,26.75
2025-07-22,GG6,GH10,growing degree units cotton,Day,20.2,20.2,21.6,21.9,22.04,22.4,23.4,23.4
2025-07-22,GG6,GH10,growing degree units wheat,Night,47.6,47.6,47.8,48.2,48.15,48.4,48.7,48.7
2025-07-22,GG6,GH10,growing degree units wheat,Day,48.2,48.2,48.2,48.2,48.48,48.75,48.75,48.75
2025-07-22,GG6,GH10,heating required,Day,5.06,5.06,5.06,5.06,5.06,5.06,5.06,5.06
2025-07-22,GG6,GH10,heating required,Night,4.03,4.03,4.03,8.7,7.58,10,10,10
2025-07-22,GG6,GH10,heating target,Day,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5
2025-07-22,GG6,GH10,heating target,Night,21.11,21.11,21.11,21.11,22.74,24.38,24.38,24.38
2025-07-22,GG6,GH10,humidity,Night,56.1,58.9,66.5,68.9,71.76,78.2,84,84.7
2025-07-22,GG6,GH10,humidity,Day,67.1,67.1,70.4,71,71.38,71.25,80.1,80.1
2025-07-22,GG6,GH10,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,GG6,GH10,indoor PAR light,Night,0,175,230,263,389.47,562,919,1167
2025-07-22,GG6,GH10,indoor PAR light,Day,529,529,543,547,558.37,560,621,621
2025-07-22,GG6,GH10,indoor daily light integral,Night,0,7.96,10.51,16.15,15.75,20.4,24.73,25.48
2025-07-22,GG6,GH10,indoor daily light integral,Day,0.16,0.16,1.6,3.53,3.8,5.48,7.58,7.58
2025-07-22,GG6,GH10,light operation,Night,0,0,0,0,30,50,100,100
2025-07-22,GG6,GH10,light operation,Day,100,100,100,100,100,100,100,100
2025-07-22,GG6,GH10,nutrient EC,Day,1.73,1.73,1.77,1.77,1.77,1.79,1.79,1.79
2025-07-22,GG6,GH10,nutrient EC,Night,1.67,1.68,1.73,1.75,1.74,1.76,1.78,1.79
2025-07-22,GG6,GH10,outdoor daily light integral,Day,0.02,0.02,0.02,0.03,0.21,0.18,1.19,1.19
2025-07-22,GG6,GH10,outdoor daily light integral,Night,0,0,3.48,27.26,24.92,45.23,45.92,45.93
2025-07-22,GG6,GH10,temperature,Night,25.92,26.13,29.74,31.95,31.1,33.23,34.2,35.08
2025-07-22,GG6,GH10,temperature,Day,27.03,27.03,29.27,29.52,29.51,29.77,30.97,30.97
2025-07-22,GG6,GH10,vapor pressure deficit,Night,0.51,0.52,0.85,1.41,1.32,1.69,2.12,2.43
2025-07-22,GG6,GH10,vapor pressure deficit,Day,0.68,0.68,1.14,1.2,1.19,1.22,1.47,1.47
2025-07-22,GG6,GH10,vent required,Day,90,90,92.49,92.87,94.21,95.58,99.77,99.77
2025-07-22,GG6,GH10,vent required,Night,100,100,100,100,100,100,100,100
2025-07-22,DD,GH101,dehumidify target,Day,77.65,77.65,77.65,77.65,77.65,77.65,77.65,77.65
2025-07-22,DD,GH101,dehumidify target,Night,70,70,70,70,73.67,77.35,77.35,77.35
2025-07-22,DD,GH101,growing degree units canola,Day,44.35,44.35,44.6,44.9,44.83,45,45.1,45.1
2025-07-22,DD,GH101,growing degree units canola,Night,45,45,45,45.1,45.07,45.1,45.1,45.1
2025-07-22,DD,GH101,growing degree units corn/soy,Day,35.1,35.1,35.1,35.8,35.57,35.8,35.8,35.8
2025-07-22,DD,GH101,growing degree units corn/soy,Night,34.6,34.6,34.6,35.9,35.48,35.95,35.95,35.95
2025-07-22,DD,GH101,growing degree units cotton,Night,26,26,26,26.05,26.05,26.1,26.1,26.1
2025-07-22,DD,GH101,growing degree units cotton,Day,25.35,25.35,25.6,25.9,25.82,26,26.1,26.1
2025-07-22,DD,GH101,growing degree units wheat,Night,51.1,51.1,51.1,52.4,51.98,52.45,52.45,52.45
2025-07-22,DD,GH101,growing degree units wheat,Day,51.6,51.6,51.6,52.3,52.07,52.3,52.3,52.3
2025-07-22,DD,GH101,heating required,Night,0,0,0,4.54,4.77,9.76,9.76,9.76
2025-07-22,DD,GH101,humidity,Day,45.4,47.4,51.8,54.2,57.44,65.95,68.2,72.8
2025-07-22,DD,GH101,humidity,Night,67.35,67.4,68.05,68.4,70.18,72.5,73.55,73.75
2025-07-22,DD,GH101,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH101,indoor daily light integral,Day,0,0,0.5,9.54,9.09,17,20.94,21.09
2025-07-22,DD,GH101,indoor daily light integral,Night,0,0,0,0,4.22,0,21.09,21.09
2025-07-22,DD,GH101,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH101,outdoor daily light integral,Day,0,0.01,2.15,12.27,16.91,32.64,41.1,41.33
2025-07-22,DD,GH101,outdoor daily light integral,Night,0,0,41.37,41.38,32.18,41.38,41.38,41.38
2025-07-22,DD,GH101,temperature,Night,28.95,29.15,29.83,29.94,29.84,30.02,30.06,30.09
2025-07-22,DD,GH101,temperature,Day,28.98,29.3,29.75,30.07,30.06,30.42,30.88,31.16
2025-07-22,DD,GH101,temperature target,Night,30,30,30,30,30,30,30,30
2025-07-22,DD,GH101,vapor pressure deficit,Night,1.06,1.07,1.16,1.21,1.25,1.36,1.4,1.4
2025-07-22,DD,GH101,vapor pressure deficit,Day,1.22,1.35,1.44,1.89,1.8,2.05,2.25,2.38
2025-07-22,DD,GH101,vent required,Day,0.13,0.14,1.92,4.36,4.79,6.8,11.05,11.96
2025-07-22,DD,GH101,vent required,Night,0,0,4.54,10.96,9.47,13.62,14.91,14.91
2025-07-22,DD,GH102,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH102,growing degree units canola,Day,29.45,29.45,32.5,35,34.87,37.15,38.4,38.4
2025-07-22,DD,GH102,growing degree units canola,Night,28.9,28.9,28.9,28.9,31.27,28.9,38.4,38.4
2025-07-22,DD,GH102,growing degree units corn/soy,Day,20.45,20.45,23.5,25.5,24.73,26.2,27.4,27.4
2025-07-22,DD,GH102,growing degree units corn/soy,Night,19.9,19.9,19.9,19.9,21.9,19.9,27.9,27.9
2025-07-22,DD,GH102,growing degree units cotton,Night,9.9,9.9,9.9,9.9,12.28,9.9,19.4,19.4
2025-07-22,DD,GH102,growing degree units cotton,Day,10.45,10.45,13.5,16,15.85,18.15,19.4,19.4
2025-07-22,DD,GH102,growing degree units wheat,Night,37.9,37.9,37.9,37.9,40.5,44.4,44.4,44.4
2025-07-22,DD,GH102,growing degree units wheat,Day,38.45,38.45,40.5,42.6,42.39,44,44.4,44.4
2025-07-22,DD,GH102,heating required,Night,0.61,0.61,2.44,6.86,5.86,9.4,10,10
2025-07-22,DD,GH102,heating required,Day,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92
2025-07-22,DD,GH102,humidity,Day,36.05,37.75,43.05,50.65,50.98,58.05,63.4,79.4
2025-07-22,DD,GH102,humidity,Night,59,64.6,70.7,74.5,73.83,77.8,79,79.2
2025-07-22,DD,GH102,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH102,indoor daily light integral,Day,0.17,0.63,3.12,9.01,8.55,13.74,16.55,17.15
2025-07-22,DD,GH102,indoor daily light integral,Night,0,0,0,0.03,8.35,17.23,17.23,17.23
2025-07-22,DD,GH102,light operation,Day,0,0,0,50,62.5,100,100,100
2025-07-22,DD,GH102,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH102,outdoor daily light integral,Day,0,0.01,2.14,12.23,16.94,32.69,41.15,41.37
2025-07-22,DD,GH102,outdoor daily light integral,Night,0,0,0,41.42,24.86,41.43,41.43,41.43
2025-07-22,DD,GH102,temperature,Night,21.02,21.02,21.05,21.1,22.27,23.02,26.48,26.48
2025-07-22,DD,GH102,temperature,Day,21.92,26.24,27.42,27.97,28.08,28.69,30.81,31.26
2025-07-22,DD,GH102,temperature target,Night,21.11,21.11,21.11,24.5,23.41,24.62,24.62,24.62
2025-07-22,DD,GH102,vapor pressure deficit,Day,0.52,1.27,1.52,1.89,1.89,2.23,2.81,2.93
2025-07-22,DD,GH102,vapor pressure deficit,Night,0.52,0.53,0.55,0.59,0.68,0.7,1.04,1.44
2025-07-22,DD,GH102,vent required,Day,0.08,0.17,1,5.67,10.87,14.62,42.5,42.71
2025-07-22,DD,GH102,vent required,Night,0.28,0.28,1.71,5.57,6.03,11.13,15,15
2025-07-22,DD,GH103,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH103,growing degree units canola,Day,31.5,31.5,35.1,35.4,35.89,37.4,38.9,38.9
2025-07-22,DD,GH103,growing degree units canola,Night,28.9,28.9,28.9,29.3,31.91,33.55,38.9,38.9
2025-07-22,DD,GH103,growing degree units corn/soy,Night,19.9,19.9,19.9,19.9,21.58,20.3,27.9,27.9
2025-07-22,DD,GH103,growing degree units corn/soy,Day,22.5,22.5,24.6,26.15,25.78,26.4,27.8,27.8
2025-07-22,DD,GH103,growing degree units cotton,Day,12.5,12.5,16,16.4,16.87,18.4,19.9,19.9
2025-07-22,DD,GH103,growing degree units cotton,Night,9.9,9.9,9.9,9.9,11.98,10.3,19.9,19.9
2025-07-22,DD,GH103,growing degree units wheat,Night,37.9,37.9,37.9,37.9,40.12,44.3,44.4,44.4
2025-07-22,DD,GH103,growing degree units wheat,Day,40.5,40.5,41.7,43.6,43.15,44.15,44.35,44.35
2025-07-22,DD,GH103,heating required,Day,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
2025-07-22,DD,GH103,heating required,Night,1.6,1.6,1.6,6.84,6.98,9.5,10,10
2025-07-22,DD,GH103,humidity,Night,58.3,64.75,72.65,77.7,75.05,79.4,80.25,80.75
2025-07-22,DD,GH103,humidity,Day,42.2,42.8,45.25,49.55,50.72,54.4,63.6,71.6
2025-07-22,DD,GH103,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH103,indoor daily light integral,Night,0,0,0.01,0.04,13.42,27.66,27.67,27.67
2025-07-22,DD,GH103,indoor daily light integral,Day,0.31,1.14,4.9,12.72,12.9,20.04,26.45,27.49
2025-07-22,DD,GH103,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH103,light operation,Day,0,0,0,50,62.5,100,100,100
2025-07-22,DD,GH103,outdoor daily light integral,Night,0,0,0,41.41,31.06,41.41,41.41,41.41
2025-07-22,DD,GH103,outdoor daily light integral,Day,0,0.01,2.14,12.23,16.93,32.67,41.13,41.36
2025-07-22,DD,GH103,temperature,Night,21.01,21.01,21.04,21.09,21.91,22.66,25.41,25.41
2025-07-22,DD,GH103,temperature,Day,21.93,26.36,27.81,28.3,28.53,29.37,31,31.89
2025-07-22,DD,GH103,temperature target,Night,21.11,21.11,21.11,24.5,23.41,24.62,24.62,24.62
2025-07-22,DD,GH103,vapor pressure deficit,Day,0.86,1.33,1.68,1.95,1.96,2.26,2.62,2.73
2025-07-22,DD,GH103,vapor pressure deficit,Night,0.49,0.49,0.51,0.56,0.64,0.68,0.99,1.37
2025-07-22,DD,GH103,vent required,Night,15,15,28.02,31.32,31.59,35.94,43.66,43.66
2025-07-22,DD,GH103,vent required,Day,0.32,1.64,27.73,57.35,53.27,77.6,98.15,99.41
2025-07-22,DD,GH104,dehumidify target,Night,80,80,80,80,80,80,80,80
2025-07-22,DD,GH104,growing degree units canola,Day,34,34,34.2,36.9,37.55,40.7,41.7,41.9
2025-07-22,DD,GH104,growing degree units canola,Night,33.9,33.9,33.9,34,33.97,34,34,34
2025-07-22,DD,GH104,growing degree units corn/soy,Night,24.9,24.9,24.9,24.9,24.93,25,25,25
2025-07-22,DD,GH104,growing degree units corn/soy,Day,25,25,25.2,26.3,27,28.8,30.3,30.3
2025-07-22,DD,GH104,growing degree units cotton,Day,15,15,15.2,17.8,18.55,21.7,22.7,22.9
2025-07-22,DD,GH104,growing degree units cotton,Night,14.9,14.9,14.9,14.9,14.92,14.95,14.95,14.95
2025-07-22,DD,GH104,growing degree units wheat,Night,42.9,42.9,42.9,42.9,42.93,43,43,43
2025-07-22,DD,GH104,growing degree units wheat,Day,43,43,43.1,44.3,44.37,45.9,46.6,46.6
2025-07-22,DD,GH104,heating required,Night,10,10,10,10,10,10,10,10
2025-07-22,DD,GH104,heating required,Day,4.11,4.11,4.11,4.11,5.86,7.6,7.6,7.6
2025-07-22,DD,GH104,humidity,Day,40.3,42.3,50.7,57.05,60.75,70.7,83.3,84
2025-07-22,DD,GH104,humidity,Night,70.9,73.65,77.8,83.05,80.35,83.8,84.1,84.1
2025-07-22,DD,GH104,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH104,indoor daily light integral,Night,0,0.01,0.03,0.06,8.94,18.42,18.44,18.45
2025-07-22,DD,GH104,indoor daily light integral,Day,0.06,0.07,0.21,3.27,6.52,14.02,18.24,18.38
2025-07-22,DD,GH104,light operation,Day,0,0,0,0,50,100,100,100
2025-07-22,DD,GH104,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH104,outdoor daily light integral,Night,0,0,0,41.4,27.61,41.42,41.42,41.42
2025-07-22,DD,GH104,outdoor daily light integral,Day,0,0.01,2.14,12.23,16.93,32.68,41.13,41.36
2025-07-22,DD,GH104,temperature,Night,23.36,23.36,23.66,23.81,23.76,23.86,23.91,23.91
2025-07-22,DD,GH104,temperature,Day,22.81,23.26,23.96,24.66,26.19,28.76,32.13,32.69
2025-07-22,DD,GH104,temperature target,Night,23.89,23.89,23.89,23.89,23.89,23.89,23.89,23.89
2025-07-22,DD,GH104,vapor pressure deficit,Day,0.47,0.49,0.86,1.27,1.39,1.83,2.7,2.97
2025-07-22,DD,GH104,vapor pressure deficit,Night,0.47,0.47,0.48,0.5,0.58,0.66,0.78,0.83
2025-07-22,DD,GH104,vent required,Night,15,15,15,15,15,15,15,15
2025-07-22,DD,GH104,vent required,Day,0.29,0.36,5.62,19.79,33.16,61.97,93.42,97.85
2025-07-22,DD,GH105,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH105,growing degree units canola,Night,28.9,28.9,28.9,28.9,33.4,40.1,40.2,40.2
2025-07-22,DD,GH105,growing degree units canola,Day,29.15,29.15,33.6,35.25,34.63,35.6,38.9,38.9
2025-07-22,DD,GH105,growing degree units corn/soy,Day,20.15,20.15,24.6,26.25,25.31,26.45,27.5,27.5
2025-07-22,DD,GH105,growing degree units corn/soy,Night,19.9,19.9,19.9,19.9,23.08,27.8,27.9,27.9
2025-07-22,DD,GH105,growing degree units cotton,Night,9.9,9.9,9.9,9.9,14.4,21.1,21.2,21.2
2025-07-22,DD,GH105,growing degree units cotton,Day,10.15,10.15,14.6,16.25,15.62,16.5,19.9,19.9
2025-07-22,DD,GH105,growing degree units wheat,Night,37.9,37.9,37.9,37.9,40.48,44.3,44.4,44.4
2025-07-22,DD,GH105,growing degree units wheat,Day,38.15,38.15,41.6,43.5,42.72,44.25,44.4,44.4
2025-07-22,DD,GH105,heating required,Night,0.3,0.3,0.3,2.92,5.23,7.71,10,10
2025-07-22,DD,GH105,heating required,Day,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48
2025-07-22,DD,GH105,humidity,Night,58.45,65.05,73.4,78.5,75.69,80.1,81,82.5
2025-07-22,DD,GH105,humidity,Day,45.1,46.35,48.8,51.5,53.22,54,67.9,76.1
2025-07-22,DD,GH105,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH105,indoor daily light integral,Night,0,0,0.02,0.04,13.13,27.06,27.08,27.08
2025-07-22,DD,GH105,indoor daily light integral,Day,0.33,1.25,5.34,14.23,13.23,18.98,25.78,26.87
2025-07-22,DD,GH105,light operation,Day,0,0,0,50,62.5,100,100,100
2025-07-22,DD,GH105,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH105,outdoor daily light integral,Night,0,0,0,41.41,27.62,41.43,41.43,41.43
2025-07-22,DD,GH105,outdoor daily light integral,Day,0,0.01,2.14,12.23,16.93,32.69,41.14,41.37
2025-07-22,DD,GH105,temperature,Day,21.73,26.36,27.84,28.26,28.5,29.47,31.12,32.38
2025-07-22,DD,GH105,temperature,Night,20.91,20.91,20.98,21.06,21.86,21.69,25.59,25.59
2025-07-22,DD,GH105,temperature target,Night,21.11,21.11,21.11,24.5,23.41,24.62,24.62,24.62
2025-07-22,DD,GH105,vapor pressure deficit,Day,0.7,1.18,1.7,1.84,1.85,2.1,2.39,2.61
2025-07-22,DD,GH105,vapor pressure deficit,Night,0.45,0.47,0.5,0.53,0.63,0.66,1.01,1.37
2025-07-22,DD,GH105,vent required,Night,0.34,0.34,0.64,3.08,6.03,9.24,15,15
2025-07-22,DD,GH105,vent required,Day,0,0.14,1.43,7.28,12.99,21,41.19,51.57
2025-07-22,DD,GH106,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH106,growing degree units canola,Day,29.05,29.05,33.5,35.4,35.01,36.95,39.6,39.6
2025-07-22,DD,GH106,growing degree units canola,Night,28.8,28.8,28.9,28.9,33.47,39.5,39.6,39.6
2025-07-22,DD,GH106,growing degree units corn/soy,Day,20.05,20.05,23.4,26.05,24.92,26.5,27.3,27.3
2025-07-22,DD,GH106,growing degree units corn/soy,Night,19.8,19.8,19.85,19.9,21.01,19.9,27.8,27.8
2025-07-22,DD,GH106,growing degree units cotton,Night,9.8,9.8,9.9,9.9,13.44,20.5,20.6,20.6
2025-07-22,DD,GH106,growing degree units cotton,Day,10.05,10.05,14.5,16.3,16,17.95,20.55,20.55
2025-07-22,DD,GH106,growing degree units wheat,Night,37.8,37.8,37.9,37.9,40.02,44.2,44.4,44.4
2025-07-22,DD,GH106,growing degree units wheat,Day,38.05,38.05,39.6,42.5,42.22,44.05,44.4,44.4
2025-07-22,DD,GH106,heating required,Day,4.77,4.77,4.77,4.77,4.77,4.77,4.77,4.77
2025-07-22,DD,GH106,heating required,Night,0.92,0.92,2.08,5.46,5.91,9.17,10,10
2025-07-22,DD,GH106,humidity,Night,57,57.9,68.5,75.3,71.82,77.1,77.7,80.5
2025-07-22,DD,GH106,humidity,Day,39.2,40.6,46,49.5,51.68,53.8,67.75,78.7
2025-07-22,DD,GH106,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH106,indoor daily light integral,Night,0,0.01,0.04,0.08,9.98,20.53,20.57,20.57
2025-07-22,DD,GH106,indoor daily light integral,Day,0.12,0.51,3.29,9.91,9.59,14.1,19.66,20.38
2025-07-22,DD,GH106,outdoor daily light integral,Night,0,0,0,41.4,27.6,41.41,41.41,41.41
2025-07-22,DD,GH106,outdoor daily light integral,Day,0,0.01,2.14,12.23,16.93,32.67,41.13,41.36
2025-07-22,DD,GH106,temperature,Day,21.45,26.3,27.84,28.15,28.39,28.8,31.57,32.62
2025-07-22,DD,GH106,temperature,Night,20.91,20.91,21.02,21.12,22.29,23.66,26.96,26.96
2025-07-22,DD,GH106,temperature target,Night,21.11,21.11,21.11,24.5,23.41,24.62,24.62,24.62
2025-07-22,DD,GH106,vapor pressure deficit,Night,0.5,0.56,0.57,0.61,0.74,0.78,1.22,1.59
2025-07-22,DD,GH106,vapor pressure deficit,Day,0.58,1.18,1.71,1.92,1.9,2.13,2.73,3.02
2025-07-22,DD,GH106,vent required,Night,0.42,0.42,1.62,7.79,6.71,11.17,15,15
2025-07-22,DD,GH106,vent required,Day,0.06,0.12,0.99,5.14,12.53,15.36,56.36,64.43
2025-07-22,DD,GH107,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH107,growing degree units canola,Night,28.9,28.9,28.9,28.9,33.05,39.9,40,40
2025-07-22,DD,GH107,growing degree units canola,Day,29.15,29.15,33.7,35.4,35.04,36.5,39.8,39.8
2025-07-22,DD,GH107,growing degree units corn/soy,Day,20.15,20.15,22.9,26.1,24.83,26.5,27.4,27.4
2025-07-22,DD,GH107,growing degree units corn/soy,Night,19.9,19.9,19.9,19.9,22.9,27.9,27.9,27.9
2025-07-22,DD,GH107,growing degree units cotton,Day,10.15,10.15,14.7,16.35,16.03,17.5,20.8,20.8
2025-07-22,DD,GH107,growing degree units cotton,Night,9.9,9.9,9.9,9.9,14.05,20.9,21,21
2025-07-22,DD,GH107,growing degree units wheat,Night,37.9,37.9,37.9,37.9,38.98,37.9,44.4,44.4
2025-07-22,DD,GH107,growing degree units wheat,Day,38.15,38.15,40,42.7,41.92,44.1,44.35,44.35
2025-07-22,DD,GH107,heating required,Night,1.57,1.57,1.57,5.09,6.41,8.97,10,10
2025-07-22,DD,GH107,heating required,Day,3.65,3.65,3.65,3.65,6.21,8.78,8.78,8.78
2025-07-22,DD,GH107,humidity,Day,41.15,42.7,47.7,50.5,55.76,65.6,80.3,85.35
2025-07-22,DD,GH107,humidity,Night,58.95,66.5,73.3,77.6,75.25,78.9,79.9,81.25
2025-07-22,DD,GH107,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH107,indoor daily light integral,Day,0.09,0.1,0.68,11.01,11.66,22.23,26.49,26.88
2025-07-22,DD,GH107,indoor daily light integral,Night,0,0.01,0.04,0.08,13.09,26.95,26.99,26.99
2025-07-22,DD,GH107,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH107,light operation,Day,50,50,50,50,66.67,100,100,100
2025-07-22,DD,GH107,outdoor daily light integral,Day,0,0.01,2.14,12.23,16.93,32.69,41.14,41.37
2025-07-22,DD,GH107,outdoor daily light integral,Night,0,0,0,41.41,27.62,41.43,41.43,41.43
2025-07-22,DD,GH107,temperature,Day,21.42,24.59,28.02,28.59,28.58,29.31,31.61,33.11
2025-07-22,DD,GH107,temperature,Night,21,21,21.07,21.12,22.11,22.75,26.2,26.2
2025-07-22,DD,GH107,temperature target,Night,21.11,21.11,21.11,24.5,23.41,24.62,24.62,24.62
2025-07-22,DD,GH107,vapor pressure deficit,Night,0.49,0.5,0.53,0.56,0.65,0.66,1,1.42
2025-07-22,DD,GH107,vapor pressure deficit,Day,0.42,0.68,1.33,1.9,1.78,2.11,2.69,3.01
2025-07-22,DD,GH107,vent required,Day,0.69,4.33,21.28,59.83,55.53,87.35,99.74,99.84
2025-07-22,DD,GH107,vent required,Night,15,15,26.01,29.76,30.1,34.59,40.91,40.91
2025-07-22,DD,GH108,dehumidify target,Night,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5
2025-07-22,DD,GH108,growing degree units canola,Night,37.2,37.2,37.3,39,38.83,39.75,40.4,40.4
2025-07-22,DD,GH108,growing degree units corn/soy,Night,28.2,28.2,28.3,30,29.82,30.75,31.4,31.4
2025-07-22,DD,GH108,growing degree units cotton,Night,18.2,18.2,18.3,20,19.82,20.75,21.4,21.4
2025-07-22,DD,GH108,growing degree units wheat,Night,46.2,46.2,46.2,46.3,46.76,47.05,47.9,47.9
2025-07-22,DD,GH108,heating required,Night,0,0,1.21,2.17,2.16,3.05,4.39,4.39
2025-07-22,DD,GH108,humidity,Night,47.6,49.2,55,56.4,57.83,58.4,79.45,81.2
2025-07-22,DD,GH108,humidity target,Night,55,55,55,55,55,55,55,55
2025-07-22,DD,GH108,indoor daily light integral,Night,0.01,0.02,2.88,12.42,12.38,22,26.42,27.17
2025-07-22,DD,GH108,light operation,Night,0,0,0,0,37.5,50,100,100
2025-07-22,DD,GH108,outdoor daily light integral,Night,0,0,1.92,13.9,17.93,34.99,41.4,41.41
2025-07-22,DD,GH108,temperature,Night,25.03,25.8,26.4,26.66,26.88,27.24,28.83,29.34
2025-07-22,DD,GH108,temperature target,Night,26.67,26.67,26.67,26.67,26.67,26.67,26.67,26.67
2025-07-22,DD,GH108,vapor pressure deficit,Night,0.62,0.7,1.44,1.53,1.5,1.62,2.02,2.17
2025-07-22,DD,GH108,vent required,Night,0,0.13,2.4,5.43,8.99,12.36,33.43,38.07
2025-07-22,DD,GH109,dehumidify target,Night,70,70,70,77.35,75,77.65,77.65,77.65
2025-07-22,DD,GH109,growing degree units canola,Day,39,39,40,40.1,40.11,40.3,40.7,40.7
2025-07-22,DD,GH109,growing degree units canola,Night,38.8,38.8,38.8,39,38.93,39,39,39
2025-07-22,DD,GH109,growing degree units corn/soy,Night,29.8,29.8,29.8,29.95,29.92,30,30,30
2025-07-22,DD,GH109,growing degree units corn/soy,Day,30,30,31,31.1,31.11,31.3,31.7,31.7
2025-07-22,DD,GH109,growing degree units cotton,Day,20,20,21,21.1,21.11,21.3,21.7,21.7
2025-07-22,DD,GH109,growing degree units cotton,Night,19.8,19.8,19.8,19.95,19.92,20,20,20
2025-07-22,DD,GH109,growing degree units wheat,Day,48,48,48.6,48.8,48.74,48.9,49.3,49.3
2025-07-22,DD,GH109,growing degree units wheat,Night,47.5,47.5,47.5,47.8,47.77,48,48,48
2025-07-22,DD,GH109,heating required,Day,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72
2025-07-22,DD,GH109,heating required,Night,4.74,4.74,4.74,4.74,7.37,10,10,10
2025-07-22,DD,GH109,humidity,Day,50.85,51.4,52.35,53.05,53.78,54,58.1,70.25
2025-07-22,DD,GH109,humidity,Night,58.1,72.55,75.25,75.6,76.6,79.9,80.2,80.3
2025-07-22,DD,GH109,humidity target,Night,50,50,50,50,50,50,50,50
2025-07-22,DD,GH109,indoor daily light integral,Day,0.15,0.72,3.34,8.45,8.73,13.32,18.5,19.25
2025-07-22,DD,GH109,indoor daily light integral,Night,0,0,0,0,9.39,19.36,19.36,19.36
2025-07-22,DD,GH109,light operation,Day,0,0,0,50,62.5,100,100,100
2025-07-22,DD,GH109,light operation,Night,0,0,0,0,0,0,0,0
2025-07-22,DD,GH109,outdoor daily light integral,Day,0,0.01,2.14,12.23,16.93,32.68,41.14,41.37
2025-07-22,DD,GH109,outdoor daily light integral,Night,0,0,0,41.42,31.06,41.42,41.42,41.42
2025-07-22,DD,GH109,temperature,Day,25.82,26.08,26.52,26.8,26.88,27.05,27.93,28.6
2025-07-22,DD,GH109,temperature,Night,24.29,24.29,25.41,26.37,25.96,26.59,26.77,26.77
2025-07-22,DD,GH109,temperature target,Night,26.67,26.67,26.67,26.67,26.67,26.67,26.67,26.67
2025-07-22,DD,GH109,vapor pressure deficit,Day,1.12,1.45,1.61,1.66,1.64,1.7,1.76,1.77
2025-07-22,DD,GH109,vapor pressure deficit,Night,0.66,0.66,0.7,0.85,0.8,0.86,0.88,1.29
2025-07-22,DD,GH109,vent required,Day,0,0.14,0.5,1.29,3.9,6,14.74,18.57
2025-07-22,DD,GH109,vent required,Night,8.82,8.82,8.82,8.82,11.91,15,15,15
2025-07-22,GG6,GH11,CO2 sensor,Night,425,425,425,425.5,425.48,426,426,426
